sample.csv,,,,,,,
ÉgÉäÉKéûçè '''18-09-24 09:55:00s,,,,,,,
,,,,,,,
Ch,Mode,Range,Scaling,Ratio,Offset,,
CH1-1-1,îMìdëŒ,500 Åé f.s.,OFF,-,-,,CH1-1-1[Åé]
CH1-1-2,îMìdëŒ,100 Åé f.s.,OFF,-,-,,CH1-1-2[Åé]
CH1-1-3,îMìdëŒ,100 Åé f.s.,OFF,-,-,,CH1-1-3[Åé]
CH1-1-4,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-4[V]
CH1-1-5,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-5[V]
CH1-1-6,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-6[V]
CH1-1-7,ìdà≥,100 V f.s.,OFF,-,-,,CH1-1-7[V]
,,,,,,,
Time,CH1-1-1[Åé],CH1-1-2[Åé],CH1-1-3[Åé],CH1-1-4[V],CH1-1-5[V],CH1-1-6[V],CH1-1-7[V]
'18-09-24 11:19:12s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:13s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:14s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:15s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:16s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:17s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:18s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:19s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:20s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:21s,2.61E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:22s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:23s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:24s,2.61E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:25s,2.61E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:26s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:27s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:28s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:29s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:30s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:31s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:32s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:33s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:34s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:35s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:36s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:37s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:38s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:39s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:40s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:41s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:42s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:43s,2.60E+01,2.12E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:44s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:45s,2.60E+01,2.12E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:46s,2.60E+01,2.12E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:47s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:48s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:49s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:50s,2.60E+01,2.12E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:51s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:52s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:53s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:54s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:55s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:56s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:57s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:58s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:19:59s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:00s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:01s,2.60E+01,2.12E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:02s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:03s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:04s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:05s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:06s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:07s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:08s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:09s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:10s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:11s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:12s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:13s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:14s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:15s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:16s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:17s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:18s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:19s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:20s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:21s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:22s,2.60E+01,2.15E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:23s,2.60E+01,2.15E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:24s,2.60E+01,2.15E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:25s,2.60E+01,2.15E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:26s,2.60E+01,2.15E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:27s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:28s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:29s,2.60E+01,2.15E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:30s,2.60E+01,2.15E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:31s,2.60E+01,2.15E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:32s,2.60E+01,2.15E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:33s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:34s,2.60E+01,2.18E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:35s,2.60E+01,2.18E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:36s,2.61E+01,2.18E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:37s,2.60E+01,2.18E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:38s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:39s,2.60E+01,2.18E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:40s,2.60E+01,2.18E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:41s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:42s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:43s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:44s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:45s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:46s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:47s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:48s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:49s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:50s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:51s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:52s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:53s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:54s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:55s,2.60E+01,2.10E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:56s,2.60E+01,2.10E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:57s,2.61E+01,2.10E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:58s,2.61E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:20:59s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:00s,2.61E+01,2.12E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:01s,2.61E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:02s,2.61E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:03s,2.61E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:04s,2.60E+01,2.12E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:05s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:06s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:07s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:08s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:09s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:10s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:11s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:12s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:13s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:14s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:15s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:16s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:17s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:18s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:19s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:20s,2.60E+01,2.15E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:21s,2.60E+01,2.15E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:22s,2.61E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:23s,2.61E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:24s,2.60E+01,2.18E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:25s,2.61E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:26s,2.60E+01,2.18E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:27s,2.61E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:28s,2.61E+01,2.18E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:29s,2.61E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:30s,2.60E+01,2.13E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:31s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:32s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:33s,2.60E+01,2.18E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:34s,2.60E+01,2.18E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:35s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:36s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:37s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:38s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:39s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:40s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:41s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:42s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:43s,2.60E+01,2.13E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:44s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:45s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:46s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:47s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:48s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:49s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:50s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:51s,2.60E+01,2.11E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:52s,2.60E+01,2.11E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:53s,2.60E+01,2.11E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:54s,2.60E+01,2.11E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:55s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:56s,2.60E+01,2.11E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:57s,2.60E+01,2.11E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:58s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:21:59s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:00s,2.60E+01,2.11E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:01s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:02s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:03s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:04s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:05s,2.60E+01,2.10E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:06s,2.60E+01,2.10E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:07s,2.60E+01,2.10E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:08s,2.60E+01,2.10E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:09s,2.61E+01,2.10E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:10s,2.61E+01,2.10E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:11s,2.60E+01,2.09E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:12s,2.60E+01,2.09E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:13s,2.61E+01,2.09E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:14s,2.60E+01,2.09E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:15s,2.60E+01,2.09E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:16s,2.60E+01,2.09E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:17s,2.60E+01,2.09E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:18s,2.60E+01,2.09E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:19s,2.60E+01,2.09E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:20s,2.60E+01,2.09E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:21s,2.60E+01,2.09E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:22s,2.60E+01,2.09E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:23s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:24s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:25s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:26s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:27s,2.60E+01,2.10E+01,2.47E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:28s,2.60E+01,2.10E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:29s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:30s,2.60E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:31s,2.61E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:32s,2.61E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:33s,2.61E+01,2.11E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:34s,2.61E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:35s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:36s,2.61E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:37s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:38s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:39s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:40s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:41s,2.61E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:42s,2.61E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:43s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:44s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
'18-09-24 11:22:45s,2.60E+01,2.12E+01,2.48E+01,2.08E+01,2.08E+01,2.03E+01,2.03E+01
